kanji_text,radical,kanji_pron,on_pron,kun_pron,mean,memo,level_id,examples
聞,門; 耳,"VĂN, VẤN",ブン; モン,き-く; き-こえる," Nghe thấy, hỏi",Ai đó đang ghé tai (耳) ở cổng (門) để nghe.,5,新聞(しんぶん); 怪聞(かいぶん); 外聞(がいぶん); 開聞(かいもん); 聞く(きく); 聞道(きくならく); 見聞(けんぶん); 奇聞(きぶん); 記聞(きぶん); 旧聞(きゅうぶん)
言,言,NGÔN,ゲン; ゴン,い-う; こと,Nói,Tôi dùng miệng để nói điều gì tôi muốn.,5,言う(いう); 言葉(ことば); 言語(げんご); 虚言(きょげん); 評言(ひょうげん); 謹言(きんげん); 苦言(くげん); 換言(かんげん); 甘言(かんげん); 諫言(かんげん)
話,言; 千; 口,THOẠI,ワ,はな-す; はな,"Lời nói, cuộc trò chuyện",Người ta sử dụng hàng ngàn từ để nói chuyện.,5,電話(でんわ); 話す(はなす); 会話(かいわ); 昔話(むかしばなし); 寓話(ぐうわ); 秘話(ひわ); 哀話(あいわ); 講話(こうわ); 高話(こうわ); 訓話(くんわ)
立,立,LẬP,リツ; リュウ; リットル,た-つ; た-ち; た-てる; た-て; だ-てる; だ-て,"Đứng, thành lập",Đây là hình ảnh một người đang đứng.,5,立派(りっぱ); 立つ(たつ); 起立(きりつ); 開立(かいりつ); 確立(かくりつ); 官立(かんりつ); 県立(けんりつ); 存立(そんりつ); 公立(こうりつ); 矢立(やたて)
待,彳; 土; 寸,ĐÃI,タイ,ま-つ; ま-ち,"Đợi, tiếp đãi",Anh đang chờ em trên con đường phía trước ngôi đền.,5,待つ(まつ); 歓待(かんたい); 期待(きたい); 虐待(ぎゃくたい); 待遇(たいぐう); 優待(ゆうたい); 待ち(まち); 待合(まちあい); 招待(しょうたい); 接待(せったい)
周,土; 口,CHU,シュウ,まわ-り,"Vòng, xung quanh",Những gì bạn ăn đều trở về đất (土). Mọi thứ đều tuần hoàn theo chu kì.,5,周り(まわり); 周囲(しゅうい); 周辺(しゅうへん); 内周(ないしゅう); 周波(しゅうは); 周密(しゅうみつ); 周忌(しゅうき); 周期(しゅうき); 周年(しゅうねん); 周遊(しゅうゆう)
週,辶; 周,CHU,シュウ,"","Vòng khắp, tuần lễ",Để đi (辶) hết vòng quanh khu này (周) mất 1 tuần (週).,5,週末(しゅうまつ); 毎週(まいしゅう); 先週(せんしゅう); 来週(らいしゅう); 隔週(かくしゅう); 今週(こんしゅう); 週番(しゅうばん); 週報(しゅうほう); 週刊(しゅうかん); 週間(しゅうかん)
大,大,ĐẠI,ダイ; タイ,おお; おお-きい; おお-いに,To lớn,"Khi bạn dang rộng chân tay, trông bạn thật to lớn.",5,大蒜(にんにく); 大根(だいこん); 大麦(おおむぎ); 大腸(だいちょう); 大工(だいく); 大学(だいがく); 大蛇(だいじゃ); 大臣(だいじん); 大陸(たいりく); 大変(たいへん)
小,小,TIỂU,ショウ,ちい-さい; こ; お; さ,Nhỏ bé,"Khi bạn gập chân tay lại, trông bạn thật nhỏ bé.",5,小麦(こむぎ); 小腸(しょうちょう); 小舟(こぶね); 小島(こじま); 小説(しょうせつ); 狭小(きょうしょう); 極小(きょくしょう); 群小(ぐんしょう); 小豆(あずき); 過小(かしょう)
高,亠; 口; 冂; 口,CAO,コウ,たか-い; たか; だか; たか-まる; たか-める,"",Cái tháp cao được đặt trên nóc tòa nhà.,5,高い(たかい); 高専(こうせん); 高貴(こうき); 高原(こうげん); 高熱(こうねつ); 高文(こうぶん); 金高(きんだか); 高木(こうぼく); 高邁(こうまい); 高慢(こうまん)
安,宀; 女,"AN, YÊN",アン,やす-い; やす-まる; やす; や-らか,"Bình yên, sự yên ổn",Người phụ nữ cảm thấy an tâm khi ở trong nhà mình.,5,安い(やすい); 安全(あんぜん); 不安(ふあん); 慶安(けいあん); 格安(かくやす); 安値(やすね); 安物(やすもの); 安々(やすやす); 公安(こうあん); 硝安(しょうあん)
新,立; 木; 斤,TÂN,シン,あたら-しい; あら-た; あら; にい,"Mới, trong sạch","Để bắt đầu cái gì đó mới mẻ hãy đứng đó (立), dùng rìu (斤) chẻ cây (木) để mở lấy đường đi.",5,新聞(しんぶん); 革新(かくしん); 更新(こうしん); 刷新(さっしん); 新妻(にいづま); 新盆(にいぼん); 新枕(にいまくら); 斬新(ざんしん); 最新(さいしん); 新緑(しんりょく)
古,十; 口,CỔ,コ,ふる-い; ふる-す,"Cổ, xưa, cũ","Cùng một câu chuyện, nếu bạn nghe 10 (十) lần, nó sẽ trở thành chuyện cũ.",5,近古(きんこ); 稽古(けいこ); 古歌(こか); 古画(こが); 古格(こかく); 古学(こがく); 古訓(こくん); 古言(こげん); 古諺(こげん); 古語(こご)
元,一; 一; 儿,NGUYÊN,ゲン; ガン,もと,"Bắt đầu, nguồn gốc","Hai người (二) cùng chạy với nhau, chẳng mấy mạnh khỏe thêm mau ý mà.",5,元気(げんき); 地元(じもと); 窯元(かまもと); 蔵元(くらもと); 足元(あしもと); 元方(もとかた); 元金(もときん); 元肥(もとごえ); 元帳(もとちょう); 元手(もとで)
気,气; 㐅,KHÍ,キ; ケ,いき,"Không khí, khí chất; khí khái, khí phách","Nếu bạn thở quá mạnh, bạn có thể làm “khí chất” thoát ra ngoài.",5,気管(きかん); 病気(びょうき); 天気(てんき); 気候(きこう); 空気(くうき); 気質(きしつ); 内気(うちき); 勇気(ゆうき); 元気(げんき); 勝気(かちき)
多,夕; 夕,ĐA,タ,おお-い; まさ-に; まさ-る," Nhiều, thường xuyên ",Có nhiều chữ ta (多).,5,多分(たぶん); 多い(おおい); 過多(かた); 多価(たか); 多角(たかく); 多額(たがく); 多極(たきょく); 多彩(たさい); 多軸(たじく); 多少(たしょう)
少,小; 丿,"THIỂU, THIẾU",ショウ,すく-ない; すこ-し,"Ít, một chút",Nếu bạn cắt những vật nhỏ (小) bạn sẽ chỉ nhận rất ít.,5,僅少(きんしょう); 軽少(けいしょう); 減少(げんしょう); 寡少(かしょう); 希少(きしょう); 多少(たしょう); 年少(ねんしょう); 最少(さいしょう); 幼少(ようしょう); 少女(しょうじょ)
広,广; 厶,QUẢNG,コウ,ひろ-い; ひろ-まる; ひろ-める; ひろ-がる; ひろ-げる,Rộng lớn,Đây là nhà tớ. Rộng đúng không?,5,広く(ひろく); 広い(ひろい); 広報(こうほう); 広さ(ひろさ); 広庭(ひろにわ); 広場(ひろば); 広間(ひろま); 広野(こうや); 広量(こうりょう); 広陵(こうりょう)
早,日; 十,TẢO,ソウ; サッ,はや-い; はや; はや-まる; はや-める; さ,"Sớm, nhanh",Là quá sớm nếu bạn thức dậy lúc 10 giờ (十) vào chủ nhật (日).,5,早い(はやい); 早く(はやく); 足早(あしばや); 気早(きばや); 早速(さっそく); 早苗(さなえ); 早朝(そうちょう); 早期(そうき); 早計(そうけい); 早産(そうざん)
長,長,TRƯỜNG,チョウ,なが-い; おさ,Hình ảnh một người có mái tóc dài.,Hình ảnh một người có mái tóc dài.,5,長靴(ながぐつ); 婦長(ふちょう); 社長(しゃちょう); 部長(ぶちょう); 長い(ながい); 校長(こうちょう); 会長(かいちょう); 院長(いんちょう); 長髪(ちょうはつ); 長男(ちょうなん)
明,日; 月,MINH,メイ; ミョウ; ミン,あ-かり; あか-るい; あか-るむ; あか-らむ; あき-らか; あ-ける; あ-け; あ-く; あ-くる; あ-かす,"Sáng, ánh sáng",Nếu đặt mặt trời (日) và mặt trăng (月) cạnh nhau thì trời sẽ sáng hơn.,5,自明(じめい); 光明(こうみょう); 解明(かいめい); 開明(かいめい); 明日(あした); 月明(げつめい); 簡明(かんめい); 賢明(けんめい); 言明(げんめい); 公明(こうめい)
好,女; 子,HẢO,コウ,この-む; す-く; よ-い; い-い,"Yêu thích, thích",Người phụ nữ đó (女) thích trẻ con (子).,5,愛好(あいこう); 好例(こうれい); 格好(かっこう); 好意(こうい); 好演(こうえん); 好悪(こうお); 好学(こうがく); 好感(こうかん); 好漢(こうかん); 友好(ゆうこう)
友,又,HỮU,ユウ,とも,Bạn,Bạn bè cùng hỗ trợ mỗi đứa một tay.,5,親友(しんゆう); 友愛(ゆうあい); 会友(かいゆう); 学友(がくゆう); 交友(こうゆう); 校友(こうゆう); 旧友(きゅうゆう); 級友(きゅうゆう); 友誼(ゆうぎ); 友好(ゆうこう)
入,入,NHẬP,ニュウ; ジュ,い-る; い-れる; はい-る,Vào,Người đó đang vào trong lều.,5,入る(はいる); 入口(いりぐち); 収入(しゅうにゅう); 入館(にゅうかん); 介入(かいにゅう); 紙入(かみいれ); 口入(くちいれ); 封入(ふうにゅう); 記入(きにゅう); 投入(とうにゅう)
出,出,XUẤT,シュツ; スイ,で-る; だ-す; い-でる; い-だす,"Ra ngoài, mở ra",Cửa ra ở đây này.,5,出潮(でしお); 出す(だす); 出る(でる); 出口(でぐち); 続出(ぞくしゅつ); 拠出(きょしゅつ); 表出(ひょうしゅつ); 掲出(けいしゅつ); 傑出(けっしゅつ); 検出(けんしゅつ)
市,亠; 巾,THỊ,シ,いち, Chợ,Người ta thường đi chợ để mua sắm.,5,草市(くさいち); 闇市(やみいち); 都市(とし); 互市(ごし); 市営(しえい); 市価(しか); 市会(しかい); 市銀(しぎん); 市制(しせい); 市中(しちゅう)
町,田; 丁,ĐINH,チョウ,まち,"Thị trấn, con phố, ngôi làng",Có những con đường và cánh đồng (田) ở thị trấn này.,5,町筋(まちすじ); 町屋(まちや); 小町(こまち); 町家(ちょうか); 町村(ちょうそん); 町長(ちょうちょう); 町内(ちょうない); 町人(ちょうにん); 町民(ちょうみん); 町名(ちょうめい)
村,木; 寸,THÔN,ソン,むら,"Làng xóm, thôn làng","Hướng theo cây, sẽ có ngay ngôi làng.",5,漁村(ぎょそん); 農村(のうそん); 寒村(かんそん); 村長(そんちょう); 村民(そんみん); 村落(そんらく); 山村(さんそん); 町村(ちょうそん); 村脱(むらだつ); 村人(むらびと)
雨,雨,VŨ,ウ,あめ; あま; さめ,Mưa,Từ mây và những giọt mưa có thể tạo ra chữ Hán này.,5,霧雨(きりさめ); 晴雨(せいう); 雨天(うてん); 猛雨(もうう); 穀雨(こくう); 風雨(ふうう); 大雨(おおあめ); 降雨(こうう); 豪雨(ごうう); 糠雨(ぬかあめ)
電,雨; 日; 乚,ĐIỆN,デン,"","Chớp, điện",Trong cơn mưa (雨) chớp lóe sáng như vệt điện xuống đồng (田).,5,電話(でんわ); 電車(でんしゃ); 電波(でんぱ); 電卓(でんたく); 外電(がいでん); 強電(きょうでん); 空電(くうでん); 訓電(くんでん); 感電(かんでん); 電線(でんせん)
車,車,XA,シャ,くるま,Chiếc xe,Đây là hình ảnh chiếc xe.,5,汽車(きしゃ); 電車(でんしゃ); 馬車(ばしゃ); 愛車(あいしゃ); 空車(くうしゃ); 口車(くちぐるま); 車蝦(くるまえび); 車座(くるまざ); 足車(あしぐるま); 下車(げしゃ)
馬,馬,MÃ,バ,うま; ま,Con ngựa,Đây là hình ảnh một con ngựa.,5,馬車(ばしゃ); 河馬(かば); 子馬(こうま); 競馬(けいば); 海馬(かいば); 曲馬(きょくば); 青馬(あおうま); 軍馬(ぐんば); 木馬(もくば); 下馬(げば)
駅,馬; 尸; 乀,DỊCH,エキ,"","Ga, ga tàu","Nơi để ngựa (馬) có mái che (尺) là nhà ga (駅) (hồi xưa nhà ga là nơi để ngựa).; Hay: Ở ga, hành lí, ngựa (馬) được người mang theo.",5,駅伝(えきでん); 駅前(えきまえ); 着駅(ちゃくえき); 駅員(えきいん); 駅舎(えきしゃ); 駅手(えきしゅ); 駅長(えきちょう); 駅頭(えきとう); 駅弁(えきべん); 駅路(えきろ)
社,礻; 土,XÃ,シャ,やしろ,"Hội, đoàn thể, công ty",Người ta dâng lễ và cầu mong một vụ mùa bội thu ở đền thờ thần linh.,5,社長(しゃちょう); 会社(かいしゃ); 本社(ほんしゃ); 社会(しゃかい); 吟社(ぎんしゃ); 社員(しゃいん); 結社(けっしゃ); 貴社(きしゃ); 社用(しゃよう); 退社(たいしゃ)
校,木; 亠; 八; 乂,"GIÁO, HIỆU",コウ; キョウ,"","Trường học, dấu hiệu","Nơi có cây (木), có mái nhà (亠) và có người dạy như cha (父) là trường học (校).; Hay: Bố (父) đến trường đón tôi.",5,校長(こうちょう); 学校(がっこう); 校務(こうむ); 校門(こうもん); 下校(げこう); 校友(こうゆう); 校了(こうりょう); 腹校(ふくこう); 休校(きゅうこう); 校合(きょうごう)
店,广; 卜; 口,ĐIẾM,テン,みせ; たな,"Tiệm, cửa hàng, cửa hiệu","Ở trước cửa hàng, cà chua được xếp trên một cái bục.",5,店員(てんいん); 支店(してん); 開店(かいてん); 店舗(てんぽ); 同店(どうてん); 角店(かどみせ); 本店(ほんてん); 軒店(のきみせ); 売店(ばいてん); 閉店(へいてん)
銀,金; 艮,NGÂN,ギン,しろがね,Bạc,Bạc thì không tốt như vàng.,5,銀色(ぎんいろ); 銀河(ぎんが); 銀貨(ぎんか); 銀塊(ぎんかい); 銀側(ぎんがわ); 銀狐(ぎんぎつね); 金銀(きんぎん); 銀建(ぎんけん); 銀鮭(ぎんさけ); 銀光(ぎんこう)
病,疒; 一; 冂; 人,BỆNH,ビョウ; ヘイ,や-む; や-み; やまい,"Ốm, bệnh",Người ốm đang ngủ trong bệnh viện.,5,眼病(がんびょう); 病気(びょうき); 急病(きゅうびょう); 病因(びょういん); 病院(びょういん); 病原(びょうげん); 病後(びょうご); 病根(びょうこん); 病室(びょうしつ); 病舎(びょうしゃ)
院,阝; 宀; 一; 一; 儿,VIỆN,イン,"","Trụ sở, tòa nhà","Họ đã khỏe mạnh (元気), ra viện và trở về nhà.",5,学院(がくいん); 僧院(そういん); 院長(いんちょう); 病院(びょういん); 下院(かいん); 議院(ぎいん); 上院(じょういん); 二院(にいん); 参院(さんいん); 産院(さんいん)
休,亻; 木,HƯU,キュウ,やす-む; やす-まる; やす-める,"Nghỉ, nghỉ ngơi",Con người (人) dựa vào cây (木) để nghỉ ngơi (休).,5,休む(やすむ); 帰休(ききゅう); 休み(やすみ); 代休(だいきゅう); 休演(きゅうえん); 休暇(きゅうか); 休会(きゅうかい); 休学(きゅうがく); 休刊(きゅうかん); 休館(きゅうかん)
走,土; 龰,TẨU,ソウ,はし-る,"Đi, chạy",Tôi chạy ngay cả khi tôi bị bao phủ bởi đất cát (土).,5,走る(はしる); 競走(きょうそう); 継走(けいそう); 滑走(かっそう); 独走(どくそう); 好走(こうそう); 奔走(ほんそう); 脱走(だっそう); 遁走(とんそう); 馳走(ちそう)
起,土; 龰; 己,KHỞI,キ,お-きる; お-こる; お-こす; お-.す; た-つ,"Bắt đầu, thức dậy",Tôi sẽ chạy (走) vì tôi dậy muộn.,5,起立(きりつ); 喚起(かんき); 決起(けっき); 起案(きあん); 起因(きいん); 起居(ききょ); 起業(きぎょう); 起句(きく); 起結(きけつ); 起源(きげん)
貝,貝,BỐI,バイ,かい,Còn sò,Đây là hình ảnh của một vỏ ốc.,5,貝柱(かいばしら); 貝蓋(かいぶた); 貝類(かいるい); 青貝(あおがい); 烏貝(からすがい); 生貝(なまがい); 貝殻(かいがら); 貝塚(かいづか); 姥貝(うばがい); 霰貝(あられがい)
買,罒; 貝,MÃI,バイ,か-う,Mua,"Ngày xưa vỏ ốc (貝) mua đồ; Hóa đơn sử dụng, bây giờ tiện hơn.",5,買う(かう); 買値(かいね); 購買(こうばい); 仲買(なかがい); 故買(こばい); 売買(ばいばい); 買弁(ばいべん); 買付(かいつけ); 買手(かいて); 買収(ばいしゅう)
売,士; 冖; 儿,MẠI,バイ,うう-る; う-れる,"Thương mại, việc bán",Người này đang bán thứ gì đó.,5,売る(うる); 競売(きょうばい); 小売(こうり); 特売(とくばい); 多売(たばい); 公売(こうばい); 売品(ばいひん); 売朴(ばいぼく); 売名(ばいめい); 売約(ばいやく)
読,言; 士; 冖; 儿,ĐỘC,ドク; トク; トウ,よ-む,Đọc,Anh ta rao (言): “Hãy mua những cuốn sách được bán (売) chạy nhất này”.,5,読む(よむ); 会読(かいどく); 解読(かいどく); 回読(かいどく); 句読(くとう); 訓読(くんどく); 愛読(あいどく); 読点(とうてん); 読経(どきょう); 代読(だいどく)
書,肀; 一; 一; 日,THƯ,ショ,か-く; が-き; がき,"Sách, ghi chép, viết","Cầm cây bút này, tôi sẽ viết chữ Nhật.",5,秘書(ひしょ); 書留(かきとめ); 辞書(じしょ); 願書(がんしょ); 教書(きょうしょ); 漁書(ぎょしょ); 禁書(きんしょ); 愚書(ぐしょ); 群書(ぐんしょ); 軍書(ぐんしょ)
帰,彐; 冖; 巾,QUY,キ,かえ-る; かえ-す; おく-る; とつ-ぐ,"Quay lại, trở về",Chim én đang quay về tổ.,5,帰る(かえる); 帰す(かえす); 帰り(かえり); 帰一(きいつ); 帰依(きえ); 帰化(きか); 帰還(きかん); 帰館(きかん); 帰雁(きがん); 帰休(ききゅう)
勉,免; 力,MIỄN,ベン,つと-める,"Cố sức, cố gắng, siêng năng","Chàng trai này, đang cố gắng hết khả năng của mình.",5,勤勉(きんべん); 勉強(べんきょう); 勉学(べんがく); 黽勉(びんべん)
弓,弓,CUNG,キュウ,ゆみ, ,Đây là hình ảnh một cây cung.,5,胡弓(こきゅう); 大弓(だいきゅう); 弓形(きゅうけい); 弓術(きゅうじゅつ); 弓箭(きゅうせん); 弓道(きゅうどう); 強弓(ごうきゅう); 弓矢(ゆみや); 石弓(いしゆみ); 運弓(うんきゅう)
虫,虫,TRÙNG,チュウ; キ,むし,Sâu bọ,Đây là hình ảnh một con côn trùng.,5,虫薬(むしぐすり); 蟯虫(ぎょうちゅう); 昆虫(こんちゅう); 駆虫(くちゅう); 毛虫(けむし); 原虫(げんちゅう); 芽虫(がちゅう); 兜虫(かぶとむし); 毒虫(どくむし); 甲虫(こうちゅう)
強,弓; 厶; 虫,"CƯỜNG, CƯỠNG",キョウ; ゴウ,つよ-い; つよ-まる; つよ-める; し-いる; こわ-い,"Mạnh, cưỡng lại",Bọ cánh cứng (虫) và cây cung (弓) đếu rất khỏe.,5,強い(つよい); 強者(きょうしゃ); 強弱(きょうじゃく); 強襲(きょうしゅう); 強震(きょうしん); 強制(きょうせい); 強請(きょうせい); 強調(きょうちょう); 強敵(きょうてき); 強打(きょうだ)
持,扌; 土; 寸,TRÌ,ジ,も-つ; も-ち; も-てる,"Cầm, giữ, nắm",Tôi đi chùa (寺) với chuỗi tràng hạt mang theo.,5,持つ(もつ); 矜持(きょうじ); 物持(ものもち); 持場(もちば); 持分(もちぶん); 持前(もちまえ); 持物(もちもの); 加持(かじ); 堅持(けんじ); 鞄持(かばんもち)
名,夕; 口,DANH,メイ; ミョウ,な,"Tên, danh tiếng, nổi danh",Tên của nó là Taro (タロ).,5,名詞(めいし); 名前(なまえ); 有名(ゆうめい); 名誉(めいよ); 指名(しめい); 氏名(しめい); 嬌名(きょうめい); 虚名(きょめい); 御名(ぎょめい); 仮名(かめい)
語,言; 五; 口,NGỮ,ゴ,かた-る; かた-らう,"Ngôn ngữ, lời lẽ",Họ nói chuyện (言) bằng 5 (五) thứ tiếng.,5,単語(たんご); 主語(しゅご); 述語(じゅつご); 英語(えいご); 言語(げんご); 標語(ひょうご); 敬語(けいご); 語格(ごかく); 語幹(ごかん); 語句(ごく)
春,一; 一; 一; 人; 日,XUÂN,シュン,はる,Mùa xuân,Mùa xuân cũng đã đến rồi; Ba người cùng ngắm mặt trời với nhau.,5,猛春(もうしゅん); 春季(しゅんき); 春闘(しゅんとう); 今春(こんしゅん); 小春(こはる); 陽春(ようしゅん); 明春(みょうしゅん); 青春(せいしゅん); 初春(しょしゅん); 春節(しゅんせつ)
夏,一; 自; 夂,HẠ,カ; ガ; ゲ,なつ,Mùa hè,Mùa hè nóng quá nên một người đã gục xuống bóng râm.,5,夏芽(かが); 夏季(かき); 夏至(げし); 夏日(かじつ); 夏場(なつば); 夏物(なつもの); 真夏(まなつ); 中夏(ちゅうか); 初夏(しょか); 冷夏(れいか)
秋,禾; 火,THU,シュウ,あき; とき,Mùa thu,Khi thu đến cũng là lúc lúa chín. Sắc lá của lúa hóa sắc lửa (火).,5,今秋(こんしゅう); 麦秋(ばくしゅう); 中秋(ちゅうしゅう); 仲秋(ちゅうしゅう); 秋季(しゅうき); 秋蚕(しゅうさん); 初秋(しょしゅう); 秋風(あきかぜ); 秋草(あきくさ); 秋口(あきぐち)
冬,夂; 丶; 丶,ĐÔNG,トウ,ふゆ,Mùa đông,"Vào mùa đông, nếu bạn đi bộ trên băng sẽ rất trơn.",5,孟冬(もうとう); 厳冬(げんとう); 旧冬(きゅうとう); 冬眠(とうみん); 今冬(こんとう); 暖冬(だんとう); 真冬(まふゆ); 冬木(ふゆき); 冬着(ふゆちゃく); 冬服(ふゆふく)
朝,十; 日; 十; 月,"TRIÊU, TRIỀU",チョウ,あさ,"Sớm, sáng, buổi sáng, triều đại, Bắc Hàn ",Đó là một buổi sáng ngày 10 tháng 10 (十日十月).,5,朝鮮(ちょうせん); 今朝(けさ); 朝靄(あさもや); 朝湯(あさゆ); 朝夕(あさゆう); 朝臣(あそん); 元朝(げんちょう); 帰朝(きちょう); 毎朝(まいあさ); 明朝(みょうあさ)
昼,尸; 乀; 日; 一,TRÚ,チュウ,ひる,"Ban trưa, buổi trưa","Buổi trưa lúc mặt trời lên cao, tôi sẽ kéo rèm lên.",5,昼間(ひるま); 昼寝(ひるね); 昼前(ひるまえ); 昼飯(ひるめし); 真昼(まひる); 白昼(はくちゅう); 昼食(ちゅうしょく); 昼夜(ちゅうや); お昼(おひる); 御昼(おひる)
夕,夕,TỊCH,セキ,ゆう, ,"Vào chiều tối, bạn có thể nhìn thấy mặt trăng và những chú chim.",5,夕日(ゆうひ); 夕方(ゆうがた); 夕飯(ゆうはん); 朝夕(あさゆう); 夕風(ゆうかぜ); 夕刊(ゆうかん); 夕霧(ゆうぎり); 夕煙(ゆうけむり); 夕刻(ゆうこく); 夕食(ゆうしょく)
方,方,PHƯƠNG,ホウ,かた; がた,Phương hướng,Hãy đi theo phương của lá cờ.,5,夕方(ゆうがた); 方法(ほうほう); 貴方(あなた); 合方(あいかた); 相方(あいかた); 下方(かほう); 快方(かいほう); 開方(かいほう); 外方(がいほう); 元方(もとかた)
晩,日; 免,VÃN,バン,"","Tối, buổi tối",Trời đã tối rồi phải nhanh chóng trở về nhà thôi.,5,毎晩(まいばん); 二晩(ふたばん); 今晩(こんばん); 昨晩(さくばん); 明晩(みょうばん); 一晩(ひとばん); 晩婚(ばんこん); 早晩(そうばん); 朝晩(あさばん); 晩酌(ばんしゃく)
夜,亠; 亻,DẠ,ヤ,よ; よる,Ban đêm,Có người đội mũ đêm nay; Nhìn trăng rồi lại ngắm mây trên trời.,5,夜間(やかん); 夜半(やはん); 今夜(こんや); 深夜(しんや); 夜会(やかい); 夜学(やがく); 夜気(やき); 月夜(つきよ); 夜業(やぎょう); 夜勤(やきん)
心,心,TÂM,シン,こころ; ごころ,"Quả tim, tâm trí, tâm",Tim tôi đang rung lên.,5,心臓(しんぞう); 熱心(ねっしん); 関心(かんしん); 虚心(きょしん); 苦心(くしん); 徒心(あだごころ); 物心(ものごころ); 核心(かくしん); 隔心(かくしん); 感心(かんしん)
手,手,THỦ,シュ; ズ,て,Tay,Đây là hình bàn tay.,5,手帳(てちょう); 歌手(かしゅ); 空手(からて); 相手(あいて); 手紙(てがみ); 切手(きって); 上手(じょうず); 手袋(てぶくろ); 凶手(きょうしゅ); 下手(したて)
足,口; 龰,TÚC,ソク,あし; た-りる; た-る; た-す,"Chân, đầy đủ",Duỗi chân ra và chạy nào!!!,5,足場(あしば); 禁足(きんそく); 具足(ぐそく); 蛙足(かえるあし); 足跡(あしあと); 足裏(あしうら); 足音(あしおと); 足長(あしなが); 足肉(あしにく); 足早(あしばや)
体,亻; 木; 一,THỂ,タイ; テイ,からだ; かたち,"Thân mình, hình dạng, thể, dạng",Khi cơ thể bạn bị thương hãy băng lại và nghỉ ngơi (休).,5,体育(たいいく); 体操(たいそう); 導体(どうたい); 体質(たいしつ); 胴体(どうたい); 巨体(きょたい); 具体(ぐたい); 群体(ぐんたい); 面体(めんてい); 勿体(もったい)
首,丷; 一; 自,THỦ,シュ,くび,"Cái đầu, cái cổ",Đây là hình ảnh người có cái cổ dài.,5,首相(しゅしょう); 党首(とうしゅ); 頭首(とうしゅ); 手首(てくび); 匕首(あいくち); 鎌首(かまくび); 首枷(くびかせ); 首筋(くびすじ); 首巻(くびまき); 首輪(くびわ)
道,辶; 丷; 一; 自,"ĐẠO, ĐÁO",ドウ; トウ,みち,"Con đường, con phố",Cổ (首) dài anh ấy đang vươn; Như đợi ai đó trên đường sớm nay.,5,食道(しょくどう); 赤道(せきどう); 柔道(じゅうどう); 道具(どうぐ); 水道(すいどう); 剣道(けんどう); 海道(かいどう); 街道(かいどう); 魚道(ぎょどう); 軍道(ぐんどう)
山,山,SƠN,サン; セン,やま,Núi,Đây là hình ảnh một ngọn núi.,5,山羊(やぎ); 火山(かざん); 山地(さんち); 山腹(さんぷく); 登山(とざん); 仰山(ぎょうさん); 氷山(ひょうざん); 金山(きんざん); 黒山(くろやま); 下山(げさん)
川,川,XUYÊN,セン,かわ,Sông ngòi,Một dòng sông đang chảy.,5,谷川(たにがわ); 川口(かわぐち); 川魚(かわうお); 川風(かわかぜ); 川上(かわかみ); 川岸(かわぎし); 川下(かわしも); 川床(かわどこ); 川端(かわばた); 川面(かわも)
林,木; 木,LÂM,リン,はやし, Rừng,Hai cây (木) thành ngọn rừng thưa.,5,林檎(りんご); 密林(みつりん); 芸林(げいりん); 翰林(かんりん); 松林(まつばやし); 農林(のうりん); 梅林(ばいりん); 植林(しょくりん); 辞林(じりん); 森林(しんりん)
