kanji_text,radical,kanji_pron,on_pron,kun_pron,mean,memo,level_id,examples
森,木; 木; 木,SÂM,シン,もり,Rừng rậm,Ba cây (木) thành cánh rừng xưa mất rồi. (Rừng xưa thì cây cối rất rậm rạp).,5,森番(もりばん); 森林(しんりん); 森閑(しんかん); 森々(しんしん); 森厳(しんげん); 森森(しんしん)
空,宀; 八; 工,KHÔNG,クウ,そら; あ-く; あ-き; あ-ける; から; す-く; す-かす; むな-しい,"Rỗng không, hư không, bầu trời","Mở cửa sổ ra, dùng thước chuẩn của thợ thủ công (工) để đo bầu trời.",5,空色(そらいろ); 空気(くうき); 寒空(さむぞら); 空間(くうかん); 空手(からて); 空く(すく); 空港(くうこう); 空想(くうそう); 空地(くうち); 空中(くうちゅう)
海,氵; 毎,HẢI,カイ,うみ,Biển,Ngày nào tôi cũng đi bơi ngoài biển.,5,海岸(かいがん); 海峡(かいきょう); 海外(かいがい); 海草(かいそう); 海道(かいどう); 海難(かいなん); 海馬(かいば); 海抜(かいばつ); 氷海(ひょうかい); 近海(きんかい)
化,亻; 匕,HÓA,カ; ケ,ば-ける; ば-かす; ふ-ける; け-する,"Sự biến hóa, thay đổi",Người kia hết đứng lại ngồi; Tư thế thay đổi rõ rồi thấy chưa?,5,化学(かがく); 文化(ぶんか); 化粧(けしょう); 珪化(けいか); 劇化(げきか); 激化(げきか); 感化(かんか); 化身(けしん); 風化(ふうか); 化合(かごう)
花,艹; 亻; 匕,HOA,カ; ケ,はな,"Hoa, bông hoa, đóa hoa",Ngọn cỏ thay đổi trở thành hoa.,5,花芽(かが); 花粉(かふん); 花束(はなたば); 花序(かじょ); 花王(かおう); 花火(はなび); 火花(ひばな); 百花(ひゃっか); 切花(きりばな); 花弁(かべん)
天,一; 大,THIÊN,テン,あまつ; あめ; あま,Bầu trời,Tôi đang danh rộng hai tay và nhìn lên trời.,5,天気(てんき); 暁天(ぎょうてん); 雨天(うてん); 天候(てんこう); 寒天(かんてん); 干天(かんてん); 好天(こうてん); 荒天(こうてん); 曇天(どんてん); 普天(ふてん)
赤,赤,XÍCH,セキ; シャク,あか; あか; あか-い; あか-らむ; あか-らめる,Đặt đất (土) trên lửa làm gì?,Đặt đất (土) trên lửa làm gì?; Để nung gạch đỏ chứ chi hỡi nàng.,5,赤道(せきどう); 赤い(あかい); 発赤(ほっせき); 日赤(にっせき); 赤銅(しゃくどう); 赤面(せきめん); 赤字(あかじ); 赤熱(せきねつ); 赤痢(せきり); 赤鬼(あかおに)
青,龶; 月,THANH,セイ; ショウ,あお; あお; あお-い,Màu xanh,Trên trời có ánh trăng thanh; Dưới đất cũng ngọn cỏ xanh đây rồi.,5,青い(あおい); 青年(せいねん); 青々(あおあお); 青馬(あおうま); 青梅(あおうめ); 青貝(あおがい); 青木(あおき); 群青(ぐんじょう); 紺青(こんじょう); 青春(せいしゅん)
白,白,BẠCH,ハク; ビャク,しろ; しら; しろ-い,Màu trắng,Tôi có một tòa nhà màu trắng.,5,白鳥(はくちょう); 白い(しろい); 漂白(ひょうはく); 空白(くうはく); 黒白(くろしろ); 敬白(けいはく); 潔白(けっぱく); 建白(けんぱく); 独白(どくはく); 告白(こくはく)
黒,甲; 一; 一; 灬,HẮC,コク,くろ; くろ-ずむ; くろ-い,Màu đen,Đốt đồng (田) thì đất (土) chả đen.,5,黒服(くろふく); 黒板(こくばん); 黒い(くろい); 黒髪(くろかみ); 黒熊(くろくま); 黒字(くろじ); 黒地(くろじ); 黒白(くろしろ); 黒枠(くろわく); 黒鯛(くろだい)
色,巴,SẮC,ショク; シキ,いろ,"Màu, màu sắc",Đây là hình ảnh vòng xoáy với 2 màu.,5,黄色(きいろ); 灰色(はいいろ); 桃色(ももいろ); 褐色(かっしょく); 空色(そらいろ); 銀色(ぎんいろ); 紫色(むらさきいろ); 音色(ねいろ); 景色(けしき); 色々(いろいろ)
魚,⺈; 田; 灬,NGƯ,ギョ,うお; さかな; ざかな,Con cá,Con cá bơi (ヶ) trên ruộng (田) bằng 4 vây (灬).,5,魚学(ぎょがく); 魚眼(ぎょがん); 魚群(ぎょぐん); 魚影(ぎょえい); 魚介(ぎょかい); 魚肉(ぎょにく); 魚餌(ぎょじ); 魚肥(ぎょひ); 魚粉(ぎょふん); 魚食(ぎょしょく)
犬,犬,KHUYỂN,ケン,いぬ,Con chó,Con chó lúc nào cũng liếm tay ông chủ lớn (大),5,子犬(こいぬ); 愛犬(あいけん); 猛犬(もうけん); 犬猿(けんえん); 犬歯(けんし); 野犬(やけん); 山犬(やまいぬ); 狂犬(きょうけん); 駄犬(だけん); 畜犬(ちくけん)
料,米; 斗,LIỆU,リョウ,"","Vật liệu, đo đạc",Tôi đong lượng gạo (米) và các vật liệu khác bằng một cái cân.,5,塗料(とりょう); 料理(りょうり); 資料(しりょう); 給料(きゅうりょう); 無料(むりょう); 原料(げんりょう); 材料(ざいりょう); 香料(こうりょう); 科料(かりょう); 顔料(がんりょう)
理,王; 甲; 一; 一,LÍ,リ,ことわり,"Lý luận, nguyên lý","Đức vua (王) suy nghĩ rất hợp lý, ngài tạo ra những cánh đồng (田).",5,物理(ぶつり); 地理(ちり); 料理(りょうり); 理由(りゆう); 理論(りろん); 経理(けいり); 教理(きょうり); 肌理(きり); 義理(ぎり); 空理(くうり)
反,厂; 又,PHẢN,ハン; ホン; タン; ホ,そ-る; そ-らす; かえ-す; かえ-る,"Phản đối, trả lại",Tôi phản đối!!!,5,反対(はんたい); 回反(かいはん); 外反(がいはん); 減反(げんたん); 反る(そる); 反吐(へど); 反故(ほうぐ); 反復(はんぷく); 違反(いはん); 反則(はんそく)
飯,食; 厂; 又,"PHẠN, PHÃN",ハン,めし,Cơm,Mọi người phản đối (反) thói quen ăn (食) quá nhiều cơm của tôi.,5,ご飯(ごはん); 夕飯(ゆうはん); 昼飯(ひるめし); 牛飯(きゅうめし); 御飯(ごはん); 残飯(ざんぱん); 強飯(こわめし); 噴飯(ふんぱん); 飯粒(めしつぶ); 飯屋(めしや)
牛,牛,NGƯU,ギュウ,うし,Trâu,Đây là hình ảnh con bò chỉ có 1 sừng.,5,牛肉(ぎゅうにく); 水牛(すいぎゅう); 子牛(こうし); 牛丼(ぎゅうどん); 蝸牛(かたつむり); 牛車(ぎっしゃ); 牛疫(ぎゅうえき); 牛脂(ぎゅうし); 牛耳(ぎゅうじ); 牛舎(ぎゅうしゃ)
豚,月; 豕,"ĐỒN, ĐỘN",トン,ぶた,"Con heo, con lợn",Con lợn đang ngắm trăng (月) .,5,河豚(ふぐ); 豚家(とんけ); 豚舎(とんしゃ); 豚肉(ぶたにく); 養豚(ようとん); 塩豚(しおぶた); 海豚(いるか); 豚箱(ぶたばこ); 豚骨(とんこつ); 豚児(とんじ)
鳥,鳥,ĐIỂU,チョウ,とり,Đây là hình ảnh một con chim.,Đây là hình ảnh một con chim.,5,鵞鳥(がちょう); 白鳥(はくちょう); 魚鳥(ぎょちょう); 禁鳥(きんちょう); 愛鳥(あいちょう); 雌鳥(めんどり); 花鳥(かちょう); 窮鳥(きゅうちょう); 国鳥(こくちょう); 黒鳥(こくちょう)
肉,肉,NHỤC,ニク,しし,Thịt,Đây là hình ảnh một miếng thịt.,5,牛肉(ぎゅうにく); 鶏肉(けいにく); 皮肉(ひにく); 魚肉(ぎょにく); 筋肉(きんにく); 鯨肉(くじらにく); 足肉(あしにく); 血肉(けつにく); 焼肉(やきにく); 凍肉(とうにく)
茶,艹; 人; 朩,TRÀ,チャ; サ,"",Cây chè (trà),Hai người đang uống trà.,5,お茶(おちゃ); 茶碗(ちゃわん); 喫茶(きっさ); 濃茶(こいちゃ); 紅茶(こうちゃ); 茶道(さどう); 茶話(さわ); 抹茶(まっちゃ); 茶菓(さか); 棒茶(ぼうちゃ)
予,龴; 乛; 亅,DỰ,ヨ; シャ,あらかじ-め,Dự định,Người mẹ (マザー) thu xếp (アレンジ) mọi thứ trước để có thể trông đứa trẻ.,5,予約(よやく); 予て(かねて); 予価(よか); 予科(よか); 予覚(よかく); 予感(よかん); 予期(よき); 予言(よげん); 予行(よこう); 予告(よこく)
野,甲; 一; 一; 龴; 乛; 亅,DÃ,ヤ; ショ,の,"Đồng bằng, hoang dã",Trước khi cấy hái thì cần đi thăm đồng.,5,野菜(やさい); 野茨(のいばら); 野原(のはら); 平野(へいや); 野球(やきゅう); 野蛮(やばん); 視野(しや); 粗野(そや); 外野(がいや); 広野(こうや)
菜,艹; 爫; 木,THÁI,サイ,な,Rau,Tôi đang đi thu lượm rau từ cỏ và cây (木).,5,野菜(やさい); 前菜(ぜんさい); 蔬菜(そさい); 菜種(なたね); 菜園(さいえん); 菜館(さいかん); 菜食(さいしょく); 白菜(はくさい); 菜箸(さいばし); 甜菜(てんさい)
切,七; 刀,"THIẾT, THẾ",セツ; サイ,き-る; き-り; ぎ-り,"Cắt, sắc bén",Bảy (七) võ sĩ Samurai đều dùng kiếm Katana (刀) để cắt.,5,親切(しんせつ); 切る(きる); 切手(きって); 切符(きっぷ); 大切(たいせつ); 切妻(きりずま); 切花(きりばな); 切干(きりぼし); 切れ(きれ); 切地(きれじ)
作,亻; 乍,TÁC,サク; サ,つく-る; つく-り; づく-り,"Làm, tạo nên",Người này đang cầm lưỡi cưa để làm ra cái gì đó.,5,作る(つくる); 作文(さくぶん); 操作(そうさ); 作品(さくひん); 作曲(さっきょく); 凶作(きょうさく); 句作(くさく); 愚作(ぐさく); 贋作(がんさく); 傑作(けっさく)
未,一; 木,"VỊ, MÙI",ミ; ビ,いま-だ; ま-だ; ひつじ,"Chưa, Mùi (con giáp thứ 8)",Cái cây (木) này vẫn chưa lớn.; Hoặc: Chúng ta có thể liên tưởng tới một cái cây chưa thực sự phát triển hết. Một nét ngắn ở phía cành trên để chỉ nhánh mới đang hình thành.,5,未だ(まだ); 水未(かこ); 未着(みちゃく); 未開(みかい); 未済(みさい); 未婚(みこん); 未収(みしゅう); 未熟(みじゅく); 未然(みぜん); 未知(みち)
味,口; 一; 木,VỊ,ミ,あじ; あじ-わう,"Mùi, hương vị",Tôi không biết đây là vị gì nữa; Vị từ trước đến giờ tôi chưa từng ăn.,5,意味(いみ); 興味(きょうみ); 趣味(しゅみ); 香味(こうみ); 加味(かみ); 快味(かいみ); 味な(あじな); 味見(あじみ); 辛味(からみ); 甘味(かんみ)
音,立; 日,ÂM,オン; イン; ノン,おと; ね,"Âm thanh, tiếng",Mặt trời (日) đã mọc lên cao; Âm thanh người đứng (立) lao xao trên đồi.,5,福音(ふくいん); 音楽(おんがく); 音色(ねいろ); 音調(おんちょう); 発音(はつおん); 母音(ぼいん); 子音(しいん); 騒音(そうおん); 足音(あしおと); 物音(ものおと)
楽,白; 木,"LẠC, NHẠC",ガク; ラク; ゴウ,たの-しい; たの-しむ; この-む,"Lạc thú, âm nhạc, thoải mái, dễ chịu ",Trống trắng (白) đặt ở trên cây (木); Cầm dùi ta đánh vui thay hỡi người.,5,楽士(がくし); 音楽(おんがく); 楽団(がくだん); 楽観(らっかん); 享楽(きょうらく); 気楽(きらく); 哀楽(あいらく); 苦楽(くらく); 快楽(かいらく); 行楽(こうらく)
歌,丁; 口; 丁; 口; 丿; 乛; 人,CA,カ,うた; うた-う,"Bài hát, hát","Mọi người (人) đang hát, miệng (口) mở thật to.",5,歌手(かしゅ); 歌詞(かし); 歌う(うたう); 国歌(こっか); 漁歌(ぎょか); 哀歌(あいか); 歌謡(かよう); 歌会(かかい); 軍歌(ぐんか); 歌学(かがく)
自,自,TỰ,ジ; シ,みずか-ら; おの-ずから; おの-ずと,"Tự mình, chính mình","Ở Nhật, chỉ ngón tay vào mũi có nghĩa là biểu thị bản thân mình.",5,自然(しぜん); 自信(じしん); 自負(じふ); 自明(じめい); 自滅(じめつ); 自問(じもん); 自門(じもん); 自棄(やけ); 独自(どくじ); 自用(じよう)
転,車; 一; 一; 厶,CHUYỂN,テン,ころ-がる; ころ-げる; ころ-がす; ころ-ぶ; まろ-ぶ; うたた; うつ-る; くる-めく,"Chuyển động, quay vòng",Tôi ngã lăn ra từ xe (車).,5,運転(うんてん); 回転(かいてん); 外転(がいてん); 空転(くうてん); 機転(きてん); 逆転(ぎゃくてん); 動転(どうてん); 急転(きゅうてん); 公転(こうてん); 好転(こうてん)
乗,乗,THỪA,ジョウ; ショウ,の-る; の-せる,Lên xe,Tôi đang đứng (立) ở trên cây (木); Nỗ lực đoạt chiếc cành này cho tôi.,5,乗る(のる); 便乗(びんじょう); 警乗(けいじょう); 下乗(げじょう); 騎乗(きじょう); 大乗(だいじょう); 乗員(じょういん); 乗駕(じょうが); 乗客(じょうきゃく); 二乗(にじょう)
写,冖; 与,TẢ,シャ; ジャ,うつ-す; うつ-る; うつ; うつ-し,"Ảnh, bức ảnh",Đây là tấm ảnh người đàn ông đội mũ.,5,写真(しゃしん); 描写(びょうしゃ); 模写(もしゃ); 複写(ふくしゃ); 誤写(ごしゃ); 実写(じっしゃ); 転写(てんしゃ); 謄写(とうしゃ); 写実(しゃじつ); 写生(しゃせい)
真,十; 目; 一; 八,CHÂN,シン,ま; ま-; まこと,Chân thực,Tivi chiếu ra những hình ảnh chân thực.,5,真剣(しんけん); 写真(しゃしん); 真中(まんなか); 真実(しんじつ); 真上(まうえ); 真鯉(まごい); 真心(まごころ); 純真(じゅんしん); 真に(まことに); 真下(ました)
台,厶; 口,ĐÀI,ダイ; タイ,うてな; われ; つかさ,"Khung, bệ, đếm số lượng may móc",Tôi đang ở trên cái bệ.,5,台所(だいどころ); 台風(たいふう); 台輪(だいりん); 鏡台(きょうだい); 賢台(けんだい); 見台(けんだい); 架台(かだい); 花台(かだい); 台石(だいいし); 灯台(とうだい)
英,艹; 央,ANH,エイ,はなぶさ,"Tinh anh, anh hùng, nước Anh",Anh hùng ở giữa (央) bức hình; Sinh ra từ sự chuyển mình cỏ cây.,5,英語(えいご); 英雄(えいゆう); 独英(どくえい); 在英(ざいえい); 駐英(ちゅうえい); 石英(せきえい); 英印(えいいん); 英貨(えいか); 英学(えいがく); 英気(えいき)
映,日; 央,ÁNH,エイ,うつ-る; うつ-す; は-える; ば-え,Chiếu sáng,"",5,映画(えいが); 上映(じょうえい); 映像(えいぞう); 映写(えいしゃ); 映射(えいしゃ); 映倫(えいりん); 映す(うつす); 映り(うつり); 映る(うつる); 反映(はんえい)
画,一; 田; 凵,HỌA,ガ; カク; エ; カイ,えが-く; かく-する; かぎ-る; はかりごと; はか-る,"Vẽ, bức tranh",Tôi đang vẽ một bức tranh cánh đồng (田) trên tấm vải.,5,画家(がか); 絵画(かいが); 漫画(まんが); 壁画(へきが); 画像(がぞう); 画廊(がろう); 映画(えいが); 画報(がほう); 画法(がほう); 画房(がほう)
羊,羊,DƯƠNG,ヨウ,ひつじ,Con dê,Đây là hình ảnh một con cừu.,5,羚羊(かもしか); 山羊(やぎ); 子羊(こひつじ); 綿羊(めんよう); 牛羊(ぎゅうよう); 羊水(ようすい); 羊肉(ようにく); 羊毛(ようもう); 小羊(こひつじ); 群羊(ぐんよう)
洋,氵; 羊,DƯƠNG,ヨウ,"","Ngoại quốc, phương Tây",Đến Nhật cừu (羊) vượt đại dương.,5,洋服(ようふく); 洋食(ようしょく); 海洋(かいよう); 外洋(がいよう); 東洋(とうよう); 南洋(なんよう); 洋画(ようが); 洋学(ようがく); 洋楽(ようがく); 洋傘(ようがさ)
服,月; 卩; 又,PHỤC,フク,"","Quần áo, trang phục",Dưới ánh trăng (月) tôi treo quần áo.,5,黒服(くろふく); 洋服(ようふく); 和服(わふく); 克服(こくふく); 被服(ひふく); 微服(びふく); 美服(びふく); 屈服(くっぷく); 軍服(ぐんぷく); 敬服(けいふく)
着,丷; 一; 丨; 一; 一; 丿; 目,TRƯỚC,チャク; ジャク,き-る; ぎ; き-せる; き-せ; つ-く; つ-ける,"Đến nơi, mặc (quần áo)",Thấy 1 con cừu (羊) mặc áo len.,5,産着(うぶぎ); 着く(つく); 着る(きる); 着物(きもの); 着色(ちゃくしょく); 撞着(どうちゃく); 着類(きるい); 間着(あいぎ); 愛着(あいちゃく); 巾着(きんちゃく)
家,宀; 豕,"GIA, CÔ",カ; ケ,いえ; や; うち, Ngôi nhà,"",5,画家(がか); 家畜(かちく); 家禽(かきん); 家族(かぞく); 家賃(やちん); 家具(かぐ); 家庭(かてい); 漁家(ぎょか); 家母(かぼ); 家宝(かほう)
矢,矢,THỈ,シ,や,"Cây tên, mũi tên",Đây là hình ảnh một mũi tên.,5,矢印(やじるし); 矢倉(やぐら); 矢車(やぐるま); 矢先(やさき); 矢立(やたて); 矢場(やば); 矢筈(やはず); 矢文(やぶみ); 矢来(やらい); 毒矢(どくや)
族,方; 矢,TỘC,ゾク,"","Thân thuộc, dòng dõi",Mũi tên (矢) bảo vệ người đi; Gia tộc cùng với quốc kì trên tay,5,家族(かぞく); 民族(みんぞく); 同族(どうぞく); 魚族(ぎょぞく); 亜族(あぞく); 血族(けつぞく); 貴族(きぞく); 種族(しゅぞく); 皇族(こうぞく); 豪族(ごうぞく)
親,立; 木; 見,THÂN,シン,おや; した-しい; した-しむ,"Người thân, cha mẹ, bố mẹ, song thân","Người cha đang đứng (立) trên cây (木); Mắt (見) trông con nhỏ, ngày ngày dõi theo",5,親友(しんゆう); 両親(りょうしん); 親類(しんるい); 親戚(しんせき); 親切(しんせつ); 近親(きんしん); 片親(かたおや); 二親(ふたおや); 里親(さとおや); 肉親(にくしん)
兄,口; 儿,HUYNH,ケイ; キョウ,あに,"Anh trai, anh lớn",Anh trai tôi có cái miệng (口) rất to.,5,実兄(じっけい); 兄嫁(あによめ); 兄事(けいじ); 兄弟(きょうだい); 家兄(かけい); 賢兄(けんけい); 貴兄(きけい); 義兄(ぎけい); 学兄(がっけい); 父兄(ふけい)
姉,女; 一; 巾,TỈ,シ,あね,Chị gái,"Tôi có bà (女) chị sống trong đô thị (市).; Hay: Trong gia đình, chị gái là người có nhiệm vụ đi chợ (巾) mua đồ.",5,姉妹(しまい); 姉婿(あねむこ); 義姉(ぎし); 従姉(じゅうし); 姉貴(あねき); 姉御(あねご); 姉鶴(あねはづる); 兄姉(きょうだい); 兄姉(けいし); 貴姉(きし)
弟,八; 弓; 丨; 丿,ĐỆ,テイ; ダイ; デ,おとうと, Em trai,Em trai tôi đang chơi với cái cung (弓).,5,実弟(じってい); 兄弟(きょうだい); 賢弟(けんてい); 義弟(ぎてい); 高弟(こうてい); 末弟(まってい); 弟妹(ていまい); 弟子(でし); 子弟(してい); 師弟(してい)
妹,女; 一; 木,MUỘI,マイ,いもうと,Em gái,"Cô gái này (女) và cái cây đều chưa (未) lớn, tức là cô ấy là em.",5,実妹(じつまい); 姉妹(しまい); 義妹(ぎまい); 弟妹(ていまい); 従妹(じゅうまい); 妹背(いもせ); 兄妹(きょうだい); 兄妹(けいまい); 吾妹(わぎも); 令妹(れいまい)
私,禾; 厶,TƯ,シ,わたくし; わたし,"Riêng tư, cá nhân",Đây là lúa do tôi trồng.,5,公私(こうし); 私用(しよう); 滅私(めっし); 私案(しあん); 私意(しい); 私学(しがく); 私刑(しけい); 私見(しけん); 私語(しご); 私事(しじ)
夫,一; 一; 人,PHU,フ; フウ; ブ,おっと; それ,"Đàn ông, chồng",Tôi luôn ở với chồng tôi; Dù sướng hay khổ hai người (二人) có nhau.,5,丈夫(じょうぶ); 漁夫(ぎょふ); 軍夫(ぐんぷ); 夫子(ふうし); 夫婦(ふうふ); 夫々(それぞれ); 妓夫(ぎふ); 火夫(かふ); 夫権(ふけん); 夫妻(ふさい)
妻,一; 彐; 丨; 女,THÊ,サイ,つま,"Vợ, phu nhân",Người phụ nữ (女) cầm chổi. Chính là vợ của tôi.,5,稲妻(いなずま); 切妻(きりずま); 愛妻(あいさい); 愚妻(ぐさい); 荊妻(けいさい); 継妻(けいさい); 夫妻(ふさい); 後妻(ごさい); 本妻(ほんさい); 権妻(ごんさい)
主,丶; 王,"CHỦ, CHÚA",シュ; ス; シュウ,ぬし; おも; あるじ,"Chủ, người chủ",Vua (王) là người (人) chủ duy nhất (丶).,5,主食(しゅしょく); 主語(しゅご); 主題(しゅだい); 主役(しゅやく); 民主(みんしゅ); 教主(きょうしゅ); 金主(きんしゅ); 君主(くんしゅ); 願主(がんしゅ); 神主(かんぬし)
住,亻; 丶; 王,"TRỤ, TRÚ",ジュウ; ヂュウ; チュウ,す-む; す-まう; ず-まい,"Ở, trú, cư ngụ","",5,住む(すむ); 住所(じゅうしょ); 居住(きょじゅう); 現住(げんじゅう); 住居(じゅうきょ); 在住(ざいじゅう); 住民(じゅうみん); 常住(じょうじゅう); 転住(てんじゅう); 住持(じゅうじ)
糸,糸,MỊCH,シ,いと,Sợi tơ nhỏ,Đây là hình ảnh một cuộn chỉ.,5,毛糸(けいと); 金糸(きんいと); 菌糸(きんし); 釜糸(かまいと); 屑糸(くずいと); 繰糸(くりいと); 綿糸(めんし); 生糸(きいと); 絹糸(けんし); 繭糸(けんし)
氏,氏,THỊ,シ,うじ; -うじ,Họ,Trên bảng có viết tên.,5,氏名(しめい); 彼氏(かれし); 摂氏(せっし); 氏神(うじがみ); 氏子(うじこ); 氏族(しぞく); 両氏(りょうし); 某氏(ぼうし); 同氏(どうし); セ氏(セし)
紙,糸; 氏,CHỈ,シ,かみ,"Giấy, báo",Trên giấy hãy viết họ tên (氏); Rồi dùng sợi chỉ (糸) mà xuyên qua này.,5,壁紙(かべがみ); 手紙(てがみ); 用紙(ようし); 紙面(しめん); 表紙(ひょうし); 紙入(かみいれ); 紙屑(かみくず); 紙子(かみこ); 紙鑢(かみやすり); 罫紙(けいし)
教,耂; 子; 攵,"GIÁO, GIAO",キョウ,おし-える; お-.わる,"Dạy dỗ, chỉ dẫn",Người già thì dạy trẻ con (子).,5,教師(きょうし); 教授(きょうじゅ); 教育(きょういく); 宗教(しゅうきょう); 儒教(じゅきょう); 仏教(ぶっきょう); 司教(しきょう); 説教(せっきょう); 教義(きょうぎ); 教会(きょうかい)
室,宀; 一; 厶; 土,THẤT,シツ,むろ,"Phòng, gian phòng",Tôi ở trong phòng vào thứ bảy (土).,5,寝室(しんしつ); 和室(わしつ); 教室(きょうしつ); 居室(きょしつ); 病室(びょうしつ); 継室(けいしつ); 画室(がしつ); 客室(きゃくしつ); 後室(こうしつ); 皇室(こうしつ)
羽,羽,VŨ,ウ,は; わ; はね,Lông vũ,Đây là hình ảnh đôi cánh.,5,葢羽(かいば); 毛羽(けば); 合羽(かっぱ); 羽口(はぐち); 後羽(あとばね); 羽弁(うべん); 羽化(うか); 羽核(うかく); 羽冠(うかん); 羽幹(うかん)
習,羽; 白,TẬP,シュウ; ジュ,なら-う; なら-い,"Học hành, luyện tập",Đàn chim đang vỗ cánh (羽) trên ngôi nhà trắng (白) để học bay.; Hay: Phải học tập thì mới vẫy đôi cánh (羽) màu trắng (白) trên trời được.,5,習う(ならう); 練習(れんしゅう); 習慣(しゅうかん); 俗習(ぞくしゅう); 教習(きょうしゅう); 近習(きんじゅう); 学習(がくしゅう); 慣習(かんしゅう); 風習(ふうしゅう); 奇習(きしゅう)
漢,氵; 艹; 口; 一; 一; 人,HÁN,カン,"","Hán, Trung Hoa",Nhìn kìa ông chồng (夫) Trung Hoa; Trên đầu đội cỏ vượt qua sông hồ.,5,巨漢(きょかん); 漢学(かんがく); 漢語(かんご); 漢詩(かんし); 漢字(かんじ); 漢書(かんしょ); 漢籍(かんせき); 漢文(かんぶん); 漢方(かんぽう); 漢和(かんわ)
字,宀; 子,TỰ,ジ,あざ; あざな; な,"Chữ, ký tự",Đứa trẻ (子) học chữ ở trong nhà.,5,文字(もじ); 金字(きんじ); 黒字(くろじ); 漢字(かんじ); 欠字(けつじ); 検字(けんじ); 現字(げんじ); 小字(こあざ); 大字(だいじ); 活字(かつじ)
式,弋; 工,THỨC,シキ,"","Buổi lễ, kiểu, phương thức",Đây là lễ kết hôn của tôi.,5,式典(しきてん); 儀式(ぎしき); 葬式(そうしき); 挙式(きょしき); 軍式(ぐんしき); 形式(けいしき); 格式(かくしき); 旧式(きゅうしき); 複式(ふくしき); 株式(かぶしき)
試,言; 弋; 工,THÍ,シ,こころ-みる; ため-す,"Thử nghiệm, thi",Tại lễ kết hôn (式):; “Con sẽ yêu anh ấy suốt đời chứ?”; Tôi nói (言):; “Con sẽ thử”,5,試験(しけん); 試合(しあい); 試問(しもん); 試す(ためす); 考試(こうし); 試用(しよう); 試案(しあん); 試金(しきん); 試行(しこう); 試作(しさく)
験,馬; 人; 一; 口; 人,NGHIỆM,ケン; ゲン,あかし; しるし; ため-す; ためし,"Thí nghiệm, kinh nghiệm","Trước khi người ta (人) leo núi, cần kiểm tra ngựa (馬).",5,試験(しけん); 経験(けいけん); 実験(じっけん); 体験(たいけん); 効験(こうけん); 受験(じゅけん); 験算(けんざん); 霊験(れいけん); 霊験(れいげん); 治験(ちけん)
宿,宀; 亻; 一; 白,"TÚC, TÚ",シュク,やど; やど-る; やど-す,"Đỗ, nghỉ lại qua đêm",Quán trọ này có thể chứa được cả trăm (百) người.,5,民宿(みんしゅく); 宿題(しゅくだい); 相宿(あいやど); 下宿(げしゅく); 寄宿(きしゅく); 宿営(しゅくえい); 宿帳(やどちょう); 宿す(やどす); 宿賃(やどちん); 宿主(やどぬし)
題,日; 一; 龰; 頁,ĐỀ,ダイ,"","Vấn đề, chủ đề",Phóng viên đang tìm kiếm một đề tài có sử dụng đầu (頭) và chân (足).,5,問題(もんだい); 主題(しゅだい); 宿題(しゅくだい); 表題(ひょうだい); 句題(くだい); 外題(げだい); 歌題(かだい); 課題(かだい); 画題(がだい); 季題(きだい)
文,亠; 乂,VĂN,ブン; モン,ふみ; あや,"Văn vẻ, văn chương, vẻ sáng",Hoa văn trên chiếc bình cổ đã trở thành chữ viết.,5,文学(ぶんがく); 文型(ぶんけい); 例文(れいぶん); 文法(ぶんぽう); 文句(もんく); 作文(さくぶん); 文化(ぶんか); 論文(ろんぶん); 文字(もじ); 構文(こうぶん)
