kanji_text,radical,kanji_pron,on_pron,kun_pron,mean,memo,level_id,examples
役,彳; 几; 又,DỊCH,ヤク; エキ,"","Chiến đấu, phục dịch, sai khiến",Nhiệm vụ của tôi là vận chuyển những viên đá.,4,使役(しえき); 主役(しゅやく); 苦役(くえき); 守役(もりやく); 現役(げんえき); 賦役(ふえき); 役印(やくいん); 役員(やくいん); 役柄(やくがら); 役者(やくしゃ)
皆,比; 白,GIAI,カイ,みな,"Tất cả, mọi người",Hãy so sánh (比) những người trên tòa nhà trắng (白) kia. Tất cả trông tương tự nhau.,4,皆伝(かいでん); 皆納(かいのう); 皆兵(かいへい); 皆無(かいむ); 皆目(かいもく); 皆様(みなさま); 皆済(かいさい); 皆勤(かいきん); 皆既(かいき); 悉皆(しっかい)
彼,彳; 皮,BỈ,ヒ,かれ; かの,"Bên kia, kẻ khác, đối phương",Cố gắng giữ lấy tay này. Nhưng rồi cũng có một ngày anh đi.,4,彼氏(かれし); 彼処(かしこ); 彼奴(きゃつ); 彼方(かなた); 彼の(かの); 彼女(かのじょ); 彼岸(ひがん); 彼等(かれし); 彼奴(あいつ); 彼此(あれこれ)
全,入; 王,TOÀN,ゼン,まった-く; すべ-て,"Xong, đủ, toàn bộ",Đức vua (王) thống trị toàn bộ mọi thứ có ở trên núi.,4,全部(ぜんぶ); 安全(あんぜん); 全力(ぜんりょく); 完全(かんぜん); 健全(けんぜん); 保全(ほぜん); 不全(ふぜん); 全然(ぜんぜん); 全体(ぜんたい); 全員(ぜんいん)
部,立; 口; 阝,BỘ,ブ,"",Bộ phận,Có người đang đứng (立) ở trạm dừng xe.,4,部長(ぶちょう); 部門(ぶもん); 全部(ぜんぶ); 部屋(へや); 胸部(きょうぶ); 局部(きょくぶ); 外部(がいぶ); 軍部(ぐんぶ); 郡部(ぐんぶ); 警部(けいぶ)
必,心; 丿,TẤT,ヒツ,かなら-ず,"Tất yếu, nhất định",Nhất định anh sẽ bắn gục trái tim (心) em.,4,必ず(かならず); 必要(ひつよう); 必死(ひっし); 必携(ひっけい); 必至(ひっし); 必勝(ひっしょう); 必着(ひっちゃく); 必読(ひつどく); 必須(ひっす); 必見(ひっけん)
要,覀; 女,"YẾU, YÊU",ヨウ,い.る; かなめ,"Thiết yếu, điểm chính",Các cô gái (女) thường bỏ những thứ thiết yếu vào trong túi xách.,4,要る(いる); 必要(ひつよう); 要望(ようぼう); 強要(きょうよう); 緊要(きんよう); 概要(がいよう); 肝要(かんよう); 綱要(こうよう); 紀要(きよう); 主要(しゅよう)
荷,艹; 亻; 丁; 口,HÀ,カ,に,"Hành lý, hàng hóa",Từ hành lí nhìn ra đám cỏ. Biết cái gì (何) ai bỏ vào trong.,4,荷物(にもつ); 底荷(そこに); 倉荷(くらに); 脚荷(あしに); 負荷(ふか); 荷重(かじゅう); 荷電(かでん); 出荷(しゅつか); 打荷(だに); 船荷(ふなに)
由,由,DO,ユ; ユウ; ユイ,よし; よ.る,"Nguyên do, nguyên nhân",Đừng mở cái hộp đó ra. Có thứ gì đó thấy là thất kinh,4,理由(りゆう); 経由(けいゆ); 由緒(ゆいしょ); 由布(ゆう); 由来(ゆらい); 事由(じゆう); 自由(じゆう); 因由(いんゆ); 原由(げんゆう); 候由(そうろうよし)
届,尸; 由,GIỚI,カイ,とど-く; とど-ける,"Đến lúc, tới lúc",Tôi được gửi bưu kiện đến tận nhà.,4,届く(とどく); 届け(とどけ); 届出(とどけで); 届書(とどけがき); 届書(とどけしょ)
利,禾; 刂,LỢI,リ,き-く," Nhanh nhẩu, lợi ích, công dụng",Cắt lúa thu được nhiều lợi ích.,4,便利(べんり); 巨利(きょり); 金利(きんり); 利益(りえき); 我利(かり); 月利(げつり); 元利(がんり); 利く(きく); 権利(けんり); 功利(こうり)
払,扌; 厶,PHẤT,フツ; ヒツ; ホツ,はら-う,"Trả, giao nộp",Tớ sẽ trả tiền.,4,払う(はらう); 厄払(やくばらい); 払子(ほっす); 年払(ねんばらい); 払暁(ふつぎょう); 払底(ふってい); 受払(うけはらい); 払い(はらい); 払出(はらいだし); 過払(かばらい)
濯,氵; 羽; 隹,TRẠC,タク,すす-ぐ; ゆす-ぐ,"Rửa, giặt, súc miệng",Giặt giũ vào thứ mấy (曜) đây.,4,濯ぐ(そそぐ); 洗濯(せんたく); 濯ぐ(すすぐ); 濯ぐ(ゆすぐ)
寝,宀; 丬; 彐; 冖; 又,TẨM,シン,ね-る; ね-かす; い-ぬ、 みたまや、 や-める,"Ngủ, lăng mộ",Hai người đang ngủ.,4,寝る(ねる); 寝室(しんしつ); 昼寝(ひるね); 空寝(そらね); 仮寝(かりね); 寝汗(ねあせ); 寝息(ねいき); 寝顔(ねがお); 寝際(ねぎわ); 寝癖(ねぐせ)
踊,口; 龰; 龴; 用,DŨNG,ヨウ,おど-る,Nhảy múa,Cử động chân (足). Múa ở trên tường.,4,踊る(おどる); 舞踊(ぶよう); 踊り(おどり); 踊字(おどりじ); 踊躍(ようやく)
活,氵; 千; 口,"HOẠT, QUẠT",カツ,い-きる; い-かす; い-ける," Sống, hoạt động, hoạt bát",Nếu bạn uống nước thật nhiều.; Trở nên khỏe mạnh là điều tất nhiên,4,活用(かつよう); 生活(せいかつ); 活発(かっぱつ); 活動(かつどう); 賦活(ふかつ); 活気(かっき); 活況(かっきょう); 活計(かっけい); 活劇(かつげき); 活字(かつじ)
末,一; 木,MẠT,マツ; バツ,すえ,"Cuối cùng, ngọn, hậu thế",Cái cây (木) đã đến cuối đời.,4,週末(しゅうまつ); 粗末(そまつ); 結末(けつまつ); 月末(げつまつ); 巻末(かんまつ); 期末(きまつ); 本末(ほんまつ); 年末(ねんまつ); 瑣末(さまつ); 末学(まつがく)
宅,宀; 丿; 七,TRẠCH,タク,"","Nhà cửa, nhà tôi, chồng tôi",Ở nhà thật thích!!,4,居宅(きょたく); 帰宅(きたく); 家宅(かたく); 宅地(たくち); 在宅(ざいたく); 邸宅(ていたく); 自宅(じたく); 転宅(てんたく); 社宅(しゃたく); 住宅(じゅうたく)
祭,示,TẾ,サイ,まつ-る; まつ-り; まつり,"Cúng tế, hội hè","Ngày hội, tôi giành được nhiều thịt trên đàn tế.",4,司祭(しさい); 祭り(まつり); 祭儀(さいぎ); 祭文(さいもん); 祭礼(さいれい); 祭祀(さいし); 祭場(さいじょう); 祭神(さいじん); 祭政(さいせい); 祭壇(さいだん)
平,干; 丷,BÌNH,ヘイ; ビョウ; ヒョウ,たい-ら; だいら; ひら,"Bằng phẳng, bằng nhau, hòa bình","Bây giờ, cái bập bênh đang cân bằng.",4,平野(へいや); 平民(へいみん); 公平(こうへい); 平等(びょうどう); 平鑢(ひらやすり); 開平(かいへい); 不平(ふへい); 平易(へいい); 平温(へいおん); 平穏(へいおん)
和,禾; 口,HÒA,ワ; オ; カ,やわ-らぐ; やわ-らげる; なご-む; なご-やか,"Hòa, trộn lẫn","Trong bữa ăn ở Nhật, luôn đi kèm món cơm.",4,和服(わふく); 調和(ちょうわ); 和室(わしつ); 和食(わしょく); 協和(きょうわ); 講和(こうわ); 漢和(かんわ); 融和(ゆうわ); 宥和(ゆうわ); 和む(なごむ)
戦,⺍; 日; 十; 戈,CHIẾN,セン,いくさ; たたか-う; おのの-く; そよ-ぐ; わなな-く,"Cuộc chiến , chiến tranh",Rất nhiều vũ khí được sử dụng trong chiến tranh.,4,抗戦(こうせん); 百戦(ひゃくせん); 空戦(くうせん); 戦ぐ(そよぐ); 苦戦(くせん); 激戦(げきせん); 決戦(けっせん); 血戦(けっせん); 観戦(かんせん); 戦う(たたかう)
争,⺈; 彐; 亅,TRANH,ソウ,あらそ-う; いか-でか,"Tranh chấp, tranh giành",Người cầm vũ khí bằng tay; Chắc đang chuẩn bị có ngày cạnh tranh.,4,係争(けいそう); 争う(あらそう); 抗争(こうそう); 闘争(とうそう); 紛争(ふんそう); 競争(きょうそう); 争い(あらそい); 戦争(せんそう); 争議(そうぎ); 争乱(そうらん)
政,一; 止; 攵,"CHÁNH, CHÍNH",セイ; ショウ,まつりごと; まん,"Chính trị, chính quyền",Chính phủ nên làm những việc đúng đắn (正).,4,政治(せいじ); 政府(せいふ); 行政(ぎょうせい); 軍政(ぐんせい); 憲政(けんせい); 家政(かせい); 苛政(かせい); 虐政(ぎゃくせい); 国政(こくせい); 郵政(ゆうせい)
治,氵; 厶; 口,TRỊ,ジ; チ,おさ-める; おさ-まる; なお-る; なお-す,"Sửa, chữa trị","Tôi đang cai trị bãi biển này.,",4,治る(なおる); 政治(せいじ); 統治(とうち); 灸治(きゅうじ); 退治(たいじ); 不治(ふじ); 根治(こんじ); 治安(ちあん); 治国(ちこく); 治産(ちさん)
経,糸; 又; 土,KINH,ケイ; キョウ,へ-る; た-つ; たていと; はか-る; のり,"Đi qua, kinh qua",Cày đất và kéo chỉ (糸) ra; Thời gian dài lắm trải qua đã từng.,4,経験(けいけん); 経済(けいざい); 経費(けいひ); 経営(けいえい); 経理(けいり); 経師(きょうじ); 経蔵(きょうぞう); 経机(きょうづくえ); 経染(きょうぞめ); 経典(きょうてん)
済,氵; 亠; 乂; 丿; 丨; 一; 一,TẾ,サイ; セイ,す-む; す-ます,"Xong xuôi, hoàn thành",Viết chữ (文) lên tấm bẳng kia thế là công việc được hoàn tất.,4,経済(けいざい); 決済(けっさい); 既済(きさい); 救済(きゅうさい); 共済(きょうさい); 内済(ないさい); 済世(さいせい); 済度(さいど); 未済(みさい); 返済(へんさい)
法,氵; 土; 厶,PHÁP,ホウ; ハッ; ホッ; フラン,のり,"Hình pháp, pháp luật",Năm ngoái (去年) luật pháp về nước được thi hành.,4,法王(ほうおう); 法案(ほうあん); 文法(ぶんぽう); 方法(ほうほう); 法律(ほうりつ); 公法(こうほう); 工法(こうほう); 航法(こうほう); 合法(ごうほう); 加法(かほう)
律,彳; 肀; 一; 一,LUẬT,リツ; リチ; レツ,"","Phép tắc, quy tắc, luật",Tôi đã viết (書) những quy tắc giao thông.,4,法律(ほうりつ); 規律(きりつ); 戒律(かいりつ); 軍律(ぐんりつ); 調律(ちょうりつ); 定律(ていりつ); 旋律(せんりつ); 韻律(いんりつ); 一律(いちりつ); 厳律(げんりつ)
際,阝; 祭,TẾ,サイ,きわ; -ぎわ,"Bên cạnh, lúc, dịp",Lễ hội (祭) là một sự kiện đặc biệt.,4,際物(きわもの); 客際(かくさい); 国際(こくさい); 山際(やまぎわ); 交際(こうさい); 寝際(ねぎわ); 間際(まぎわ); 際会(さいかい); 際限(さいげん); 水際(みずぎわ)
関,門; 丷; 一; 大,QUAN,カン,せき; かか-わる; からくり; かんぬき,"Liên hệ, cổng vào",Mang quà tặng đến cổng nhà (門); Mối quan hệ tốt để mà dựng xây.,4,玄関(げんかん); 関係(かんけい); 機関(きかん); 関心(かんしん); 関る(かかわる); 関西(かんさい); 関数(かんすう); 関税(かんぜい); 関節(かんせつ); 関東(かんとう)
係,亻; 丿; 糸,HỆ,ケイ,かか-る; かかり; かか-わる,"Ràng buộc, trói buộc, buộc",Con người được kết nối với nhau giống như sợi chỉ (糸).,4,関係(かんけい); 係員(かかりいん); 係長(かかりちょう); 係る(かかる); 係数(けいすう); 係船(けいせん); 係争(けいそう); 係属(けいぞく); 係累(けいるい); 係留(けいりゅう)
義,丷; 一; 丨; 一; 一; 我,NGHĨA,ギ,"","Nghĩa vụ, điều phải, ý nghĩa",Chiến đấu vì những chú cừu (羊); Việc này chính nghĩa là điều tất nhiên.,4,教義(きょうぎ); 義理(ぎり); 義烈(ぎれつ); 原義(げんぎ); 義捐(ぎえん); 義眼(ぎがん); 義旗(ぎき); 義気(ぎき); 疑義(ぎぎ); 義挙(ぎきょ)
議,言; 丷; 一; 丨; 一; 一; 我,NGHỊ,ギ,"",Hội nghị,Câu chuyện bạn kể liệu có đúng (義) hay không?,4,会議(かいぎ); 議了(ぎりょう); 議論(ぎろん); 評議(ひょうぎ); 群議(ぐんぎ); 軍議(ぐんぎ); 閣議(かくぎ); 決議(けつぎ); 議員(ぎいん); 建議(けんぎ)
党,丨; 丷; 冖; 口; 儿,ĐẢNG,トウ,なかま; むら,"Lũ, bè đảng, đảng phái",Anh trai (兄) gia nhập đảng rồi!!!,4,党員(とういん); 党首(とうしゅ); 解党(かいとう); 郷党(きょうとう); 挙党(きょとう); 辛党(からとう); 結党(けっとう); 野党(やとう); 党派(とうは); 党閥(とうばつ)
遊,辶; 斿,DU,ユウ; ユ,あそ-ぶ; あそ-ばす,Vui chơi,Đứa trẻ cầm cờ ra ngoài đi chơi.,4,遊ぶ(あそぶ); 回遊(かいゆう); 外遊(がいゆう); 豪遊(ごうゆう); 遊び(あそび); 交遊(こうゆう); 遊泳(ゆうえい); 遊郭(ゆうかく); 遊学(ゆうがく); 遊戯(ゆうぎ)
泳,氵; 永,VỊNH,エイ,およ-ぐ,Bơi,Tôi đang bơi trong nước.,4,水泳(すいえい); 泳ぐ(およぐ); 継泳(けいえい); 競泳(きょうえい); 胸泳(きょうえい); 遊泳(ゆうえい); 独泳(どくえい); 泳法(えいほう); 遠泳(えんえい); 泳ぎ(およぎ)
疲,疒; 皮,BÍ,ヒ,つか-れる; つか-らす,Mệt mỏi,Anh ấy (彼) bị chứng mỏi lưng; Nên đã đi viện chẳng đừng ngồi đây.,4,疲弊(ひへい); 疲労(ひろう); 疲れ(つかれ)
暖,日; 爫; 一; 友,NOÃN,ダン; ノウ,あたた-かい; あたた-か; あたた-まる; あたた-める,Ấm áp,Bạn bè (友) tay để trong tay; Chỉ cần có thể ấm ngay ấy mà.,4,暖か(あたたか); 寒暖(かんだん); 暖気(だんき); 暖国(だんごく); 暖色(だんそく); 暖流(だんりゅう); 暖炉(だんろ); 暖帯(だんたい); 暖地(だんち); 暖冬(だんとう)
涼,氵; 亠; 口; 小,LƯƠNG,リョウ,すず-しい; すず-む; すず-やか; うす-お; ひや-す; まことに,"Mát mẻ, lạnh, nguội","Mưa rơi xuống kinh đô (京); Trở nên mát mẻ, héo khô chẳng còn.",4,荒涼(こうりょう); 納涼(のうりょう); 涼風(すずかぜ); 涼み(すずみ); 涼む(すずむ); 涼味(りょうみ); 冷涼(れいりょう); 涼雨(りょうう); 涼感(りょうかん); 涼気(りょうき)
静,龶; 月; ⺈; 彐; 亅,TĨNH,セイ; ジョウ,しず-か; しず-まる; しず-める,"Yên lặng, yên tĩnh","Chiến tranh (争) kết thúc, trời xanh (青) khung cảnh nơi đó trở thành tĩnh không.",4,静か(しずか); 閑静(かんせい); 平静(へいせい); 沈静(ちんせい); 鎮静(ちんせい); 静注(じょうちゅう); 静脈(じょうみゃく); 静粛(せいしゅく); 静養(せいよう); 冷静(れいせい)
公,八; 厶,CÔNG,コウ; ク,おおやけ,"Quần chúng, chính thức, công cộng, ",Làm việc vì công chúng thật quá vất vả!,4,公園(こうえん); 公文(こうぶん); 公平(こうへい); 公法(こうほう); 公達(きんだち); 公僕(こうぼく); 公卿(くぎょう); 公事(くじ); 公民(こうみん); 公有(こうゆう)
園,囗; 袁,VIÊN,エン,その,"Vườn, công viên, trang trại","Vào thứ bảy, tôi đi nhảy múa ở công viên.",4,公園(こうえん); 花園(かえん); 学園(がくえん); 園芸(えんげい); 薬園(やくえん); 農園(のうえん); 菜園(さいえん); 茶園(ちゃえん); 庭園(ていえん); 田園(でんえん)
込,辶; 入,VÔ,"",こ-む; こ.み; こ.める,"Đông đúc, bao gồm","Nhiều người cứ bước đi vào (入); Bên trong chắc hẳn ồn ào, chúc chen.",4,込む(こむ); 込み(こみ); 見込(みこみ); 折込(おりこみ); 税込(ぜいこみ); 申込(もうしこみ); 持込(もちこみ)
連,辶; 車,LIÊN,レン,つら-なる; つら-ねる; つ-れる,"Nối liền, liên tục, tiếp nối",Tôi đang lái một chiếc xe (車); Kết nối vùng đất đường về xa xôi.,4,国連(こくれん); 関連(かんれん); 連れ(つれ); 常連(じょうれん); 連日(れんじつ); 連絡(れんらく); 連中(れんちゅう); 一連(いちれん); 連続(れんぞく); 連携(れんけい)
窓,宀; 八; 厶; 心,SONG,ソウ; ス,まど; てんまど; けむだし,Cửa sổ,Hãy mở cửa trái tim (心).,4,窓口(まどぐち); 学窓(がくそう); 風窓(かざまど); 舷窓(げんそう); 獄窓(ごくそう); 同窓(どうそう); 船窓(ふなまど); 丸窓(まるまど); 出窓(でまど); 車窓(しゃそう)
側,亻; 貝; 刂,TRẮC,ソク,かわ; がわ; そば,"Phía, bề",Đặt tiền bên cạnh con dao.,4,側線(そくせん); 側灯(そくとう); 側面(そくめん); 金側(きんがわ); 銀側(ぎんがわ); 外側(そとがわ); 君側(くんそく); 舷側(げんそく); 片側(かたがわ); 獄側(ごくそく)
葉,艹; 世; 木,"DIỆP, DIẾP",ヨウ,は,Lá cây,"Bao phủ khắp thế gian (世) này; Lá cây (木), ngọn cỏ giăng đầy khắp nơi.",4,言葉(ことば); 草葉(くさば); 京葉(けいよう); 紅葉(こうよう); 複葉(ふくよう); 双葉(ふたば); 松葉(まつば); 末葉(まつよう); 葉酸(ようさん); 葉柄(ようへい)
景,日; 亠; 口; 小,CẢNH,ケイ,"","Phong cảnh, cảnh ngộ, hoàn cảnh",Vào ngày (日) tiết khí tốt trời; Kinh đô (京) phong cảnh đẹp tươi rõ ràng.,4,景色(けしき); 背景(はいけい); 近景(きんけい); 景観(けいかん); 景気(けいき); 景況(けいきょう); 景勝(けいしょう); 景品(けいひん); 景物(けいぶつ); 佳景(かけい)
記,言; 巳,KÍ,キ,しる-す,Ghi chép,Anh đã ghi lại những lời em nói.,4,記者(きしゃ); 記録(きろく); 記念(きねん); 左記(さき); 速記(そっき); 勲記(くんき); 軍記(ぐんき); 下記(かき); 官記(かんき); 記憶(きおく)
形,一; 一; 丿; 丨; 彡,HÌNH,ケイ; ギョウ,かた; -がた; かたち; なり," Hình dạng, kiểu dáng",Tôi đang làm thành hình cái gì thế này.,4,形相(ぎょうそう); 髪形(かみがた); 矩形(くけい); 地形(ちけい); 雲形(くもがた); 顔形(かおかたち); 形式(けいしき); 形質(けいしつ); 形象(けいしょう); 形状(けいじょう)
吉,士; 口,CÁT,キチ; キツ,よし,"Tốt lành, may mắn",Hét lên võ sĩ (士) Samurai; “Chúc anh có một ngày mai tốt lành”,4,吉日(きちじつ); 吉凶(きっきょう); 吉事(きつじ); 吉相(きっそう); 吉兆(きっちょう); 吉報(きっぽう); 不吉(ふきつ); 大吉(だいきち); 吉祥(きちじょう); 吉徴(きっちょう)
結,糸; 士; 口,KẾT,ケツ; ケチ,むす-ぶ; ゆ-う; ゆ.わえる,"Nối, buộc, kết",Tôi ngồi kết sợi chỉ (糸) này; Cũng để bảo vệ (吉) những ngày đẹp tươi.,4,結局(けっきょく); 結論(けつろん); 結果(けっか); 団結(だんけつ); 氷結(ひょうけつ); 完結(かんけつ); 結核(けっかく); 結句(けっく); 結語(けつご); 結構(けっこう)
婚,女; 氏; 日,HÔN,コン,"","Kết hôn, cưới hỏi",Cô gái (女) khi đã kết hôn; Họ tên (氏) đã đổi gia môn nhà chồng,4,許婚(きょこん); 結婚(けっこん); 既婚(きこん); 求婚(きゅうこん); 婚約(こんやく); 婚礼(こんれい); 再婚(さいこん); 婚姻(こんいん); 婚家(こんか); 婚期(こんき)
共,一; 丨; 丨; 一; 八,CỘNG,キョウ,とも; とも-に; ども,"Cùng, chung",Anh sẽ luôn bên em!!!,4,共産(きょうさん); 共生(きょうせい); 共著(きょうちょ); 共通(きょうつう); 共存(きょうぞん); 共闘(きょうとう); 共同(きょうどう); 共謀(きょうぼう); 共犯(きょうはん); 共鳴(きょうめい)
供,亻; 一; 丨; 丨; 一; 八,CUNG,キョウ; ク; クウ; グ,とも; そな-える,"Tùy tùng, hầu hạ, dâng nạp",Chúng tôi sẽ cùng nhau (共) giúp đỡ bạn.,4,子供(こども); 供述(きょうじゅつ); 供託(きょうたく); 供与(きょうよ); 供用(きょうよう); 供覧(きょうらん); 供御(くご); 供奉(ぐぶ); 供米(くまい); 供物(くもつ)
両,一; 冂; 山,LƯỠNG,リョウ,てる、 ふたつ,Hai bên,Tôi khiêng đòn gánh hai vai; Đến cửa hàng cá để mai họ bày.,4,両親(りょうしん); 車両(しゃりょう); 両形(ふたなり); 両面(りょうめん); 一両(いちりょう); 両立(りょうりつ); 両眼(りょうがん); 両氏(りょうし); 両者(りょうしゃ); 両手(りょうて)
若,艹; 右,"NHƯỢC, NHÃ",ジャク; ニャク; ニャ,わか-い; わか; も-しくわ; も-し; も-しくは; ごと-し,"Trẻ tuổi, nếu như",Tôi dùng tay phải (右). Hái lộc vừa ra.,4,若い(わかい); 若し(もし); 杜若(かきつばた); 若年(じゃくねん); 若輩(じゃくはい); 若干(じゃっかん); 若者(わかもの); 老若(ろうにゃく); 若手(わかて); 若人(わこうど)
老,耂; 匕,LÃO,ロウ,お-いる; ふ-ける,Già,Người chống gậy chính ông tôi.; Còn bà người vẫn đang ngồi dưới kia.,4,老人(ろうじん); 敬老(けいろう); 家老(かろう); 元老(げんろう); 不老(ふろう); 故老(ころう); 海老(えび); 養老(ようろう); 老い(おい); 老婆(ろうば)
息,自; 心,TỨC,ソク,いき,"Hơi thở, than vãn",Muốn giữ nhịp đập trái tim (心); Thì mũi phải thở không kìm được đâu.,4,息子(むすこ); 休息(きゅうそく); 溜息(ためいき); 寝息(ねいき); 姑息(こそく); 窒息(ちっそく); 子息(しそく); 吐息(といき); 消息(しょうそく); 息み(いきみ)
娘,女; 丨; 艮,NƯƠNG,ジョウ,むすめ,"Nàng, con gái",Con gái (女) tôi là đứa trẻ ngoan (良).,4,孫娘(まごむすめ); 生娘(きむすめ); 小娘(こむすめ); 娘婿(むすめむこ); 娘心(むすめごころ); 継娘(ままむすめ); 愛娘(まなむすめ); 令娘(れいじょう)
奥,丿; 冂; 米; 大,ÁO,オウ; オク,おく; おく-まる; くま,Bên trong,Hộp lớn (大) tôi đặt gạo (米) vào; Bảo quản trong đó cách nào tốt hơn.,4,山奥(やまおく); 胸奥(きょうおう); 内奥(ないおう); 奥様(おくさま); 奥義(おうぎ); 奥妙(おくたえ); 奥行(おくゆき); 奥意(おくい); 奥印(おくいん); 奥山(おくやま)
将,丬; 爫; 寸,TƯƠNG,ショウ; ソウ,"","Chỉ huy, cấp tướng, sắp, sẽ",Tướng quân đang nghĩ về tương lai.,4,将来(しょうらい); 大将(たいしょう); 代将(だいしょう); 副将(ふくしょう); 勇将(ゆうしょう); 将軍(しょうぐん); 少将(しょうしょう); 闘将(とうしょう); 将校(しょうこう); 王将(おうしょう)
祖,礻; 且,TỔ,ソ,"","Tổ tiên, người sáng lập ra",Cùng nhau đến mộ tổ tiên.,4,祖父(そふ); 祖母(そぼ); 教祖(きょうそ); 祖国(そこく); 祖絨(そじゅう); 祖先(そせん); 元祖(がんそ); 皇祖(こうそ); 高祖(こうそ); 同祖(どうそ)
育,亠; 厶; 月,DỤC,イク,そだ-つ; そだ-てる; はぐく-む, Nuôi dưỡng,Vừa lớn vừa ngắm mặt trăng (月).,4,体育(たいいく); 教育(きょういく); 薫育(くんいく); 養育(よういく); 知育(ちいく); 保育(ほいく); 飼育(しいく); 育児(いくじ); 育つ(そだつ); 育成(いくせい)
性,忄; 生,TÍNH,セイ; ショウ,さが,"Giới tính, giống","Lúc được sinh ra (生), chúng ta đã biết được giới tính của mình.",4,男性(だんせい); 女性(じょせい); 相性(あいしょう); 品性(ひんせい); 劇性(げきせい); 乾性(かんせい); 感性(かんせい); 慣性(かんせい); 気性(きしょう); 苛性(かせい)
招,扌; 刀; 口,"CHIÊU, THIÊU, THIỀU",ショウ,まね-く,"Vẫy, mời ",Tôi sẽ chiêu đãi anh bữa tiệc này.,4,招く(まねく); 招宴(しょうえん); 招集(しょうしゅう); 招待(しょうたい); 招致(しょうち); 招き(まねき); 招魂(しょうこん); 招請(しょうせい); 招来(しょうらい); 招聘(しょうへい)
取,耳; 又,THỦ,シュ,と.る; と.り; と.り-; とり; -ど.り,Lấy,Đừng véo tai tao!,4,取る(とる); 隈取(くまどり); 看取(かんしゅ); 頭取(とうどり); 取柄(とりえ); 取得(しゅとく); 取次(とりつぎ); 取引(とりひき); 名取(なとり); 搾取(さくしゅ)
最,日; 耳; 又,TỐI,サイ; シュ,もっと-も; つま,"Rất, giỏi hơn, cao nhất",Lấy (取) được mặt trời (日) bằng tay là việc cực kì khó khăn.,4,最後(さいご); 最初(さいしょ); 最近(さいきん); 最も(もっとも); 最寄(もより); 最中(さいちゅう); 最愛(さいあい); 最悪(さいあく); 最強(さいきょう); 最古(さいこ)
初,衤; 刀,SƠ,ショ,はじ-め; はじ-めて; はつ,"Mới, trước, đầu tiên","Khi làm Kimono, đầu tiên phải cắt vải bằng dao (刀).",4,最初(さいしょ); 仮初(かりそめ); 国初(こくしょ); 本初(ほんしょ); 当初(とうしょ); 初夏(しょか); 初学(しょがく); 初期(しょき); 初級(しょきゅう); 初句(しょく)
番,丿; 米; 田,PHIÊN,バン,つが-い,"Lần lượt, số thứ tự",Thu hoạch luân phiên lúa (米) trên đồng (田).,4,順番(じゅんばん); 一番(いちばん); 交番(こうばん); 蝶番(ちょうつがい); 非番(ひばん); 勤番(きんばん); 森番(もりばん); 欠番(けつばん); 山番(やまばん); 当番(とうばん)
歳,止; 丿; 戈; 一; 小,TUẾ,セイ; サイ,とし; とせ; よわい,"Năm, tuổi",Dừng (止) ngay việc hỏi tuổi của tôi.,4,何歳(なんさい); 歳計(さいけい); 歳月(さいげつ); 歳々(さいさい); 歳末(さいまつ); 歳出(さいしゅつ); 歳入(さいにゅう); 歳費(さいひ); 歳暮(せいぼ); 一歳(いっさい)
枚,木; 攵,MAI,マイ; バイ,"","Tấm, tờ",Tôi đã làm được một tờ giấy từ cây (木).,4,二枚(にまい); 三枚(さんまい); 一枚(いちまい); 大枚(たいまい); 何枚(なんまい); 枚挙(まいきょ); 枚数(まいすう); 数枚(すうまい)
